"","CoreArea","variable","value"
"1111","Greater South Pass 2","sap95_0_5",79.8964770253
"1112","Greater South Pass 2","sap95_5_15",77.5866200715
"1113","Greater South Pass 2","simn_0_5",22.7065079963
"1114","Greater South Pass 2","simn_5_15",22.8280827662
"1115","Greater South Pass 2","sip5_0_5",6.35701276455
"1116","Greater South Pass 2","sip5_5_15",7.06595472257
"1117","Greater South Pass 2","sip50_0_5",18.0598976392
"1118","Greater South Pass 2","sip50_5_15",18.3890474091
"1119","Greater South Pass 2","sip95_0_5",34.0221537202
"1120","Greater South Pass 2","sip95_5_15",33.7967404866
"1121","Greater South Pass 3","bdmn_0_5",1.29700755154
"1122","Greater South Pass 3","bdmn_5_15",1.31417682298
"1123","Greater South Pass 3","bdp5_0_5",1.10199320358
"1124","Greater South Pass 3","bdp5_5_15",1.14800331441
"1125","Greater South Pass 3","bdp50_0_5",1.27251372076
"1126","Greater South Pass 3","bdp50_5_15",1.28730401671
"1127","Greater South Pass 3","bdp95_0_5",1.44635180762
"1128","Greater South Pass 3","bdp95_5_15",1.45499352043
"1129","Greater South Pass 3","clmn_0_5",14.5432156962
"1130","Greater South Pass 3","clmn_5_15",16.3007259447
"1131","Greater South Pass 3","clp5_0_5",5.52206285706
"1132","Greater South Pass 3","clp5_5_15",7.85117671929
"1133","Greater South Pass 3","clp50_0_5",13.1739931224
"1134","Greater South Pass 3","clp50_5_15",15.2677699952
"1135","Greater South Pass 3","clp95_0_5",22.8017618355
"1136","Greater South Pass 3","clp95_5_15",23.7322388575
"1137","Greater South Pass 3","samn_0_5",55.0548262258
"1138","Greater South Pass 3","samn_5_15",53.2783412704
"1139","Greater South Pass 3","sap5_0_5",29.0895884879
"1140","Greater South Pass 3","sap5_5_15",30.0229362195
"1141","Greater South Pass 3","sap50_0_5",53.3872066597
"1142","Greater South Pass 3","sap50_5_15",51.4314009057
"1143","Greater South Pass 3","sap95_0_5",72.0594355044
"1144","Greater South Pass 3","sap95_5_15",69.5601617293
"1145","Greater South Pass 3","simn_0_5",29.7784600577
"1146","Greater South Pass 3","simn_5_15",29.0557803414
"1147","Greater South Pass 3","sip5_0_5",12.7170253782
"1148","Greater South Pass 3","sip5_5_15",12.9778252634
"1149","Greater South Pass 3","sip50_0_5",27.3234892066
"1150","Greater South Pass 3","sip50_5_15",25.953359057
"1151","Greater South Pass 3","sip95_0_5",40.5142500637
"1152","Greater South Pass 3","sip95_5_15",40.0276327177
"1153","Greater South Pass 4","bdmn_0_5",1.31151182857
"1154","Greater South Pass 4","bdmn_5_15",1.32672681895
"1155","Greater South Pass 4","bdp5_0_5",1.16400314043
"1156","Greater South Pass 4","bdp5_5_15",1.19246731593
"1157","Greater South Pass 4","bdp50_0_5",1.29187826364
"1158","Greater South Pass 4","bdp50_5_15",1.30904168913
"1159","Greater South Pass 4","bdp95_0_5",1.45480365318
"1160","Greater South Pass 4","bdp95_5_15",1.45951671143
"1161","Greater South Pass 4","clmn_0_5",12.5386666478
"1162","Greater South Pass 4","clmn_5_15",15.1111374878
"1163","Greater South Pass 4","clp5_0_5",4.67696744874
"1164","Greater South Pass 4","clp5_5_15",6.3494842051
"1165","Greater South Pass 4","clp50_0_5",11.4184297341
"1166","Greater South Pass 4","clp50_5_15",14.2417543854
"1167","Greater South Pass 4","clp95_0_5",21.1373769025
"1168","Greater South Pass 4","clp95_5_15",23.8991479424
"1169","Greater South Pass 4","samn_0_5",61.4401462865
"1170","Greater South Pass 4","samn_5_15",59.3527628886
"1171","Greater South Pass 4","sap5_0_5",33.9570486009
"1172","Greater South Pass 4","sap5_5_15",33.360161183
"1173","Greater South Pass 4","sap50_0_5",62.1021789977
"1174","Greater South Pass 4","sap50_5_15",59.9556261393
"1175","Greater South Pass 4","sap95_0_5",78.9656059378
"1176","Greater South Pass 4","sap95_5_15",76.2015216592
"1177","Greater South Pass 4","simn_0_5",24.0775302064
"1178","Greater South Pass 4","simn_5_15",23.3802812204
"1179","Greater South Pass 4","sip5_0_5",8.20228881193
"1180","Greater South Pass 4","sip5_5_15",8.763233172
"1181","Greater South Pass 4","sip50_0_5",22.8079295775
"1182","Greater South Pass 4","sip50_5_15",21.8167225248
"1183","Greater South Pass 4","sip95_0_5",37.9257558655
"1184","Greater South Pass 4","sip95_5_15",36.2237334635
"1185","Greater South Pass 5","bdmn_0_5",1.29878485032
"1186","Greater South Pass 5","bdmn_5_15",1.31502209811
"1187","Greater South Pass 5","bdp5_0_5",1.13020125264
"1188","Greater South Pass 5","bdp5_5_15",1.1827538891
"1189","Greater South Pass 5","bdp50_0_5",1.27699829341
"1190","Greater South Pass 5","bdp50_5_15",1.29326618142
"1191","Greater South Pass 5","bdp95_0_5",1.46722487408
"1192","Greater South Pass 5","bdp95_5_15",1.47267200002
"1193","Greater South Pass 5","clmn_0_5",12.7249518581
"1194","Greater South Pass 5","clmn_5_15",15.7983928813
"1195","Greater South Pass 5","clp5_0_5",4.93623243382
"1196","Greater South Pass 5","clp5_5_15",6.36677377055
"1197","Greater South Pass 5","clp50_0_5",11.5037255291
"1198","Greater South Pass 5","clp50_5_15",15.1589171468
"1199","Greater South Pass 5","clp95_0_5",20.7796119442
"1200","Greater South Pass 5","clp95_5_15",23.9308819467
"1201","Greater South Pass 5","samn_0_5",62.5088387741
"1202","Greater South Pass 5","samn_5_15",59.7170266949
"1203","Greater South Pass 5","sap5_0_5",38.0207186957
"1204","Greater South Pass 5","sap5_5_15",37.4383378188
"1205","Greater South Pass 5","sap50_0_5",62.3507668111
"1206","Greater South Pass 5","sap50_5_15",59.1320185829
"1207","Greater South Pass 5","sap95_0_5",79.5721378649
"1208","Greater South Pass 5","sap95_5_15",76.6729477337
"1209","Greater South Pass 5","simn_0_5",22.4209200997
"1210","Greater South Pass 5","simn_5_15",22.2248062377
"1211","Greater South Pass 5","sip5_0_5",6.47525142989
"1212","Greater South Pass 5","sip5_5_15",7.8287890137
"1213","Greater South Pass 5","sip50_0_5",20.167525894
"1214","Greater South Pass 5","sip50_5_15",19.7298375235
"1215","Greater South Pass 5","sip95_0_5",37.3995369458
"1216","Greater South Pass 5","sip95_5_15",36.4064886423
"1217","Natrona 3","bdmn_0_5",1.32557226642
"1218","Natrona 3","bdmn_5_15",1.34030514351
"1219","Natrona 3","bdp5_0_5",1.13525774184
"1220","Natrona 3","bdp5_5_15",1.10858684478
"1221","Natrona 3","bdp50_0_5",1.3098019115
"1222","Natrona 3","bdp50_5_15",1.33093813527
"1223","Natrona 3","bdp95_0_5",1.48432951201
"1224","Natrona 3","bdp95_5_15",1.48676941085
"1225","Natrona 3","clmn_0_5",17.021267381
"1226","Natrona 3","clmn_5_15",19.1511836072
"1227","Natrona 3","clp5_0_5",6.78482816669
"1228","Natrona 3","clp5_5_15",8.41040359229
"1229","Natrona 3","clp50_0_5",15.9504013742
"1230","Natrona 3","clp50_5_15",18.3265181161
"1231","Natrona 3","clp95_0_5",28.0396434931
"1232","Natrona 3","clp95_5_15",30.1421675983
"1233","Natrona 3","samn_0_5",49.4841668845
"1234","Natrona 3","samn_5_15",47.2832621028
"1235","Natrona 3","sap5_0_5",14.9399906663
"1236","Natrona 3","sap5_5_15",15.4789339153
"1237","Natrona 3","sap50_0_5",48.028623357
"1238","Natrona 3","sap50_5_15",46.1165152035
"1239","Natrona 3","sap95_0_5",71.768095817
"1240","Natrona 3","sap95_5_15",70.0527739772
"1241","Natrona 3","simn_0_5",29.7583982049
"1242","Natrona 3","simn_5_15",29.4540921075
"1243","Natrona 3","sip5_0_5",10.8585093541
"1244","Natrona 3","sip5_5_15",11.2396192613
"1245","Natrona 3","sip50_0_5",26.2042643089
"1246","Natrona 3","sip50_5_15",26.4215211685
"1247","Natrona 3","sip95_0_5",44.5924570019
"1248","Natrona 3","sip95_5_15",42.8902062419
